product_id,video_url,content_url,video_title,parent_title,aspects
B083Q6Y54F,https://www.amazon.com/vdp/7790eb63b92a4d59962e83895f0a1e85?ref=dp_vse_rvc_2,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/11f748d4-3593-5f12-bc44-7a07fccb30d5/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,The TUBE Cold Brew Coffee Maker Filter for Mason Jars,"G.a HOMEFAVOR Cold Brew Coffee Infuser 64oz (2 Quart), Stainless Steel Filter Kit for Wide Mason Jar and Iced Tea Maker at Home","{'Material': 'Stainless Steel', 'Brand': 'G.a HOMEFAVOR', 'Shape': 'Cone'}"
B09XXFX5SK,https://www.amazon.com/vdp/a5b660984cda4f928c4e69f6a596a182?ref=dp_vse_rvc_6,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/bbd54a18-ed9c-50ec-a478-033e3b9005d1/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Dishwasher Buying Guide ,"MLGB Stainless Steel Brushed Pattern Dishwasher Magnet Cover Panel Decal Home Appliance Art, Stainless Steel Fridge Door Cover Decals Magnetic, Black, Mobile Magnetic 23"" x 26""","{'Country of Origin': 'China', 'Color': 'Stainless Steel Black', 'Material': 'Vinyl', 'Brand': 'MLGB', 'Shape': 'Rectangular'}"
B0BV6Q4LR6,https://www.amazon.com/vdp/2010a3be6ffc44c6b9ddb030cce99646?ref=dp_vse_rvc_8,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/ba3c56b6-71c6-5b5d-a7a6-f60206ae0801/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Refillable Crema Coffee Capsules,"Reusable Coffee Capsules for Nespresso Originales, Stainless Steel Refillable Coffee Pods, 1pcs Reutilisable Refillable Espresso Capsule(1 Cup+ Plastic Spoon)","{'Country of Origin': 'China', 'Material': 'Stainless Steel', 'Compatible Devices': 'Coffee Maker', 'Brand': 'LIHONG', 'Shape': 'Basket'}"
B01CULFN4Y,https://www.amazon.com/vdp/aa21a5fa0f4748e1b5b47f278ff2fed2?ref=dp_vse_rvc_2,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/5248c25e-1c1f-54c8-8158-7175d3827d90/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"Waterdrop LT800P Replacement Refrigerator Water Filter, Compatible with LG LT800P, ADQ73613401, K...","Aqua Fresh RPWF Refrigerator Water Filter Compatible with GE RPWF, RWF1063, RWF3600A, WSG-4, DWF-36, R-3600, MPF15350, OPFG3-RF300 (3 Pack)","{'Material': 'Activated Carbon', 'Brand': 'Aqua Fresh'}"
B01CULFN4Y,https://www.amazon.com/vdp/bfe9e96e2de54fc8afda9bd954a640d3?ref=dp_vse_rvc_8,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/d7f4b953-4711-5bb1-9ade-f046fb17a5a7/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"Waterdrop LT500P NSF 42&372 Certified Refrigerator Water Filter, Compatible with LG LT500P, 5231J...","Aqua Fresh RPWF Refrigerator Water Filter Compatible with GE RPWF, RWF1063, RWF3600A, WSG-4, DWF-36, R-3600, MPF15350, OPFG3-RF300 (3 Pack)","{'Material': 'Activated Carbon', 'Brand': 'Aqua Fresh'}"
B07RK6SYZ3,https://www.amazon.com/vdp/974c0921d95a48a59892c8b1c048eb35?ref=dp_vse_rvc_3,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/cd4996df-414c-5dc4-82ef-ce1c54d0b9c7/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Stainless Steel Refillable Capsule for Nespresso Original Line Machines,MG Coffee Stainless Steel Reusable Nespresso Capsules Permanent Coffee Pod Holder and Aluminum Foils Compatible for Nespresso Machines (Silver capsule),"{'Material': 'Stainless Steel', 'Compatible Devices': 'Krups', 'Brand': 'MG Coffee', 'Shape': 'Basket'}"
B09KC11XYV,https://www.amazon.com/vdp/a1ed08ee05ba4f4e92610fc60fb42e83?ref=dp_vse_rvc_6,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/13c7fd5e-6f5a-590a-9cd4-7d979610d528/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,OUGAR8 Appliance Handle Covers--Catches smudges &Fingerprints.Fast clean solution for your kitchen,DISNIMO Boho Style Refrigerator Door Handle Covers Set of 2 Brown Flower Kitchen Appliances Gloves for Microwave Dishwasher Fridge Door Cloth Antiskid Protector 2pcs,"{'Material': 'Polyester', 'Brand': 'DISNIMO', 'Color': 'Boho Style', 'Shape': 'Rectangular'}"
B079YBT2LJ,https://www.amazon.com/vdp/14a6c8e568ed426a9074e4801eacc7b6?ref=dp_vse_rvc_8,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/82491f29-b169-534c-9dff-800242d1248f/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,CAFE CONCETTO  - Reusable Filters for use in AeroPress Coffee Makers,"Fellow Prismo Attachment for AeroPress Coffee Maker - Enhance Your Manual Coffee Maker to Brew Espresso-Style and No-Drip Immersion Coffees, Reusable Metal Filter","{'Compatible Devices': 'AeroPress', 'Brand': 'Fellow', 'Shape': 'Disk'}"
B0B1TXLLY7,https://www.amazon.com/vdp/1fb40de3aed441c68b2e280682f8e7bf?ref=dp_vse_rvc_5,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/c67c7006-1712-5cec-b7a1-b0c1abf42daa/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Clothes Dryer Buying Guide,"Compact Laundry Dryer, 1400W Electric Portable Clothes Dryer, 9LBS Laundry Dryer, Premium Compact Tumbler Stainless Steel Laundry Dryer with Exhaust Pipe, LCD Panel Dryer for Apartments, Home, Dorm (Whit-9LBs)","{'Form Factor': 'Front Load', 'Color': 'White', 'Door Hinges': 'Left', 'Brand': 'Codesfir'}"
B00SNF5NMY,https://www.amazon.com/vdp/f117db3978804f9aa1ecba1c21d35bdf?ref=dp_vse_rvc_4,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/d62b43a1-6542-5b58-ad3d-3b2864f89863/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"Kenmore 3844709 Refrigerator Water Filter, White.Filtro de agua Kenmore (3844709refrigerador, col...","Kenmore 9690 Refrigerator Water Filter, Clear, 2-Pack","{'Material': 'Carbon', 'Brand': 'Kenmore', 'Color': 'White'}"
